standardName,state,year,month,period,main,costCenterMain,costCenterMainDesc,name1,name3,name5,obj1,obj2,obj3,obj4,obj6,name5desc,obj4desc,obj6desc,gfs2,gfs3,gfs4,gfs2desc,gfs3desc,gfs4Desc,originalBudget,totalBudget,actual
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115118,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2367313.679,2367313.679,14209.86
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115119,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2902616.446,2902616.446,9030
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115120,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2512251.251,2512251.251,179407.18
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115121,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3285251.636,3285251.636,190740.2
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115122,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3092001.54,3092001.54,437992.82
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115123,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,71170.58
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115124,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2174063.583,2174063.583,10510.41
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1151,115125,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,447962.94
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,115,1152,115201,,,,11,115,1156,Taxes,Taxes on international trade and transactions,Other taxes on international trade and transactions,9276004.62,9276004.62,800000
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,116,1161,116104,,,,11,114,1145,Taxes,Taxes on goods & services,Taxes on use of goods and on permission to use goods or perform activities,3669807.062,3669807.062,390376.5
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,11,116,1161,116105,,,,11,114,1145,Taxes,Taxes on goods & services,Taxes on use of goods and on permission to use goods or perform activities,653885,653885,16358
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,131,1311,131105,,,,13,131,1311,Grants,From foreign governments,Current,776715,776715,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,131,1312,131201,,,,13,131,1312,Grants,From foreign governments,Capital,15717200,15717200,717200
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,131,1312,131204,,,,13,131,1312,Grants,From foreign governments,Capital,9800000,9800000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,131,1312,131205,,,,13,131,1312,Grants,From foreign governments,Capital,9100000,9100000,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,133,1331,133102,,,,13,132,1322,Grants,From international organizations,Capital,999979,999979,999978.5
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,133,1332,133201,,,,13,132,1322,Grants,From international organizations,Capital,44198441,44198441,-9839.83
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,133,1332,133203,,,,13,132,1322,Grants,From international organizations,Capital,2676048,2676048,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,13,133,1332,133204,,,,13,132,1322,Grants,From international organizations,Capital,1887500,1887500,
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,14,142,1421,142101,,,,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,1275800,1275800,3290
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,14,142,1422,142201,,,,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,5360400,5360400,262900
dbSomaliaFgsRevExp,fgs,2015,Jan,2015-01,Revenue,,,,,,1,14,142,1425,142501,,,,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,21500000,21500000,946010.92
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,111,1111,111101,,,,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,3198462.5,3198462.5,22382.74
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,111,1111,111102,,,,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,1000000,1000000,8454
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,111,1112,111201,,,,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,500000,500000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,111,1112,111204,,,,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,50000,50000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114107,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,4800000,4800000,399985
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114108,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,800000,800000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114109,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,500000,500000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114110,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,300000,300000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114111,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114114,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1141,114118,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1149,114901,,,,11,114,1142,Taxes,Taxes on goods & services,Excise taxes,,,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,114,1149,114902,,,,11,114,1142,Taxes,Taxes on goods & services,Excise taxes,,,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115101,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2995376.492,2995376.492,256232.98
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115102,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3865001.925,3865001.925,62587
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115103,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,4444752.214,4444752.214,495792.64
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115104,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2125751.059,2125751.059,664115.73
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115106,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,48
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115108,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2898751.444,2898751.444,112309
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115109,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3092001.54,3092001.54,236991.27
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115110,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115111,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2898751.444,2898751.444,225714.36
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115112,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3285251.636,3285251.636,226655.08
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115113,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2029126.011,2029126.011,148876.1
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115114,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,69595.92
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115115,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2319001.155,2319001.155,4062
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115116,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,164857.54
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115117,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3691076.838,3691076.838,6133.17
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115118,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2367313.679,2367313.679,13487.1
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115119,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2902616.446,2902616.446,4530
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115120,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2512251.251,2512251.251,205824.74
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115121,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3285251.636,3285251.636,205990.76
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115122,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3092001.54,3092001.54,465262.51
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115123,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,112545.98
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115124,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2174063.583,2174063.583,30932.61
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1151,115125,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,989077.51
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,115,1152,115201,,,,11,115,1156,Taxes,Taxes on international trade and transactions,Other taxes on international trade and transactions,9276004.62,9276004.62,400000
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,116,1161,116104,,,,11,114,1145,Taxes,Taxes on goods & services,Taxes on use of goods and on permission to use goods or perform activities,3669807.062,3669807.062,326317
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,11,116,1161,116105,,,,11,114,1145,Taxes,Taxes on goods & services,Taxes on use of goods and on permission to use goods or perform activities,653885,653885,25847.5
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,131,1311,131105,,,,13,131,1311,Grants,From foreign governments,Current,776715,776715,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,131,1312,131201,,,,13,131,1312,Grants,From foreign governments,Capital,15717200,15717200,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,131,1312,131204,,,,13,131,1312,Grants,From foreign governments,Capital,9800000,9800000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,131,1312,131205,,,,13,131,1312,Grants,From foreign governments,Capital,9100000,9100000,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,133,1331,133102,,,,13,132,1322,Grants,From international organizations,Capital,999979,999979,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,133,1332,133201,,,,13,132,1322,Grants,From international organizations,Capital,44198441,44198441,2188123.73
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,133,1332,133203,,,,13,132,1322,Grants,From international organizations,Capital,2676048,2676048,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,13,133,1332,133204,,,,13,132,1322,Grants,From international organizations,Capital,1887500,1887500,
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,14,142,1421,142101,,,,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,1275800,1275800,19459
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,14,142,1422,142201,,,,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,5360400,5360400,330000
dbSomaliaFgsRevExp,fgs,2015,Feb,2015-02,Revenue,,,,,,1,14,142,1425,142501,,,,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,21500000,21500000,1271314.89
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,111,1111,111101,,,,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,3198462.5,3198462.5,89699.96
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,111,1111,111102,,,,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,1000000,1000000,15634.93
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,111,1112,111201,,,,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,500000,500000,88152.5
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,111,1112,111204,,,,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,50000,50000,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114107,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,4800000,4800000,399985
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114108,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,800000,800000,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114109,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,500000,500000,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114110,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,300000,300000,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114111,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114114,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1141,114118,,,,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,,,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1149,114901,,,,11,114,1142,Taxes,Taxes on goods & services,Excise taxes,,,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,114,1149,114902,,,,11,114,1142,Taxes,Taxes on goods & services,Excise taxes,,,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115101,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2995376.492,2995376.492,955372.03
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115102,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3865001.925,3865001.925,55637
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115103,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,4444752.214,4444752.214,412386.61
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115104,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2125751.059,2125751.059,-358737
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115106,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,28463
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115108,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2898751.444,2898751.444,-71893
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115109,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3092001.54,3092001.54,270493.62
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115110,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,207453.51
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115111,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2898751.444,2898751.444,188637
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115112,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3285251.636,3285251.636,150171.65
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115113,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2029126.011,2029126.011,167695.18
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115114,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1739250.866,1739250.866,87862
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115115,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2319001.155,2319001.155,44765.12
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115116,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,197427.31
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115117,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3691076.838,3691076.838,4394.13
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115118,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2367313.679,2367313.679,13402.97
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115119,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2902616.446,2902616.446,
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115120,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2512251.251,2512251.251,164714.2
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115121,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3285251.636,3285251.636,168629.6
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115122,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,3092001.54,3092001.54,310470
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115123,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,1932500.963,1932500.963,94003.6
dbSomaliaFgsRevExp,fgs,2015,Mar,2015-03,Revenue,,,,,,1,11,115,1151,115124,,,,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,2174063.583,2174063.583,26214.02
