standardName,state,year,month,period,main,costCenterMain,costCenterMainDesc,name1,name3,name5,obj2,obj3,obj4,obj6,name5desc,obj4desc,obj6desc,gfs2,gfs3,gfs4,gfs2desc,gfs3desc,gfs4Desc,originalBudget,totalBudget,actual
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,114,1144,114404,,Road tax,Stamp Sales and Duty,11,114,1144,Taxes,Taxes on goods & services,Taxes on specific services,3200000,3000000,233415.8889
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,114,1144,114405,,Other stamp duty,Stamp Sales and Duty,11,114,1144,Taxes,Taxes on goods & services,Taxes on specific services,870000,4843000,171264.865
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1150,115000,,Customs from the Port (Summary),Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,74000000,66400000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115101,,Custom taxes on petroleum,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,522018
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115102,,Custom taxes on export goods,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,61402
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115103,,Road vehicles (salon cars),Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,334227
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115104,,Import tax on sugar,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,227700
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115106,,Import tax on tobacco and matches,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,49667
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115107,,Import tax on khat,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,12000000,14000000,1153400
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115108,,Flour,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,136618
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115109,,Construction of electronic materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,17871
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115110,,Cereal products  spagheti etc,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115111,,Vegitable oils,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,342110
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115112,,Soap and cleaning products,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,105161
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115113,,Apparel  clothing  textile yarn,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,169517
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115114,,Footwear,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,46007
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115115,,Tea,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,6979
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115116,,Vegitables and fruits,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,211421
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115117,,Plastic materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,4971
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115118,,Rubber tyers,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,4324
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115119,,Poultry and edible offals,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,4020
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115120,,Building materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,72925
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115121,,Electronic materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,206421
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115122,,Food items /rice  spaghetti. etc,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,299997
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115123,,Household materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,103029
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115124,,Cosmetics & perfume,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,30420
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,11,115,1151,115125,,Others,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,1082627
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1321,132101,,Current (Norway),Current (Bi-lateral),13,132,1321,Grants,From international organizations,Current,,,1260113
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1321,132105,,Current (Turkey),Current (Bi-lateral),13,132,1321,Grants,From international organizations,Current,30043387,14000000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1321,132110,,Current (Saudi Arabia),Current (Bi-lateral),13,132,1321,Grants,From international organizations,Current,,20000000,10000000
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132402,,WB - Multi-partner Trust Fund,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,3705000,3705000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132403,,WB - Capacity Injection Project,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,3139441,4386430,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132404,,WB - Public Financial Management,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,5499000,10030000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132405,,WB - Recurrent Costs and Reform Financing Project,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,35900000,,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132406,,UN Window (PBF),Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,14500000,3500000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132407,,WB - ICT Sector Support,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,5900000,5900000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132408,,AfDB - Economic and Financial Governance,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,3000000,2977066,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132409,,European Union,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,5400000,5850000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132410,,RCRF - Salary,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,16500000,1200000
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132411,,RCRF - CIP,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,2000000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132412,,RCRF - non Salary,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,100000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132413,,RCRF - Health and Education,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,3950000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132414,,RCRF - sub-National,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,8580000,227641
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132415,,RCRF - Project expenses,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,1470000,270262.58
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132416,,SCORE (World Bank),Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,3297110,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132417,,Urban Investment Planning Project ,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,800000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,132,1324,132418,,District Rehabilitation Project (UN),Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,1320269,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,13,133,1332,133201,,Capital (World Bank),Capital (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,14,142,1421,142101,,Administrative charges,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,450000,533830,14507.22222
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,14,142,1421,142103,,Airport and Harbour Fees,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,25000000,26000000,115877
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,14,142,1421,142104,,Sales of Public Goods and Services,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,,6000000,
dbSomaliaFgsRevExp,fgs,2016,Jan,2016-01,Revenue,,,,,,14,142,1421,142105,,Visa Charges and Passports,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,6000000,6000000,369500
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,111,1111,111101,,Wages and salaries (Public Sector Payees),Payable by individuals,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,2843434.8,2843435,42628.2
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,111,1111,111102,,Wages and salaries (Private Sector Employees),Payable by individuals,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,1416685,1416685,58180.04
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,111,1112,111201,,Corporate profit tax ,Payable by corporations,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,800000,800000,47825
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,111,1112,111204,,Rental income,Payable by corporations,11,111,1112,Taxes,"Taxes on income, profits, and capital gains",Payable by corporations and other enterprises,70000,270000,23113
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1141,114101,,Mineral Water,Excise taxes (domestic),11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,120000,120000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1142,114202,,Hotels and tiket taxes ,Sales tax,11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,675000,400000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1143,114301,,Telecommunications,Turnover tax on services (presumtive tax),11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,7280000,5800000,400000
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1143,114302,,Money transfer companies,Turnover tax on services (presumtive tax),11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,800000,400000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1143,114303,,Consumer light industries,Turnover tax on services (presumtive tax),11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,3600000,1039076,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1143,114304,,Consumer water industries,Turnover tax on services (presumtive tax),11,114,1141,Taxes,Taxes on goods & services,General taxes on goods & services,96000,96000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1144,114404,,Road tax,Stamp Sales and Duty,11,114,1144,Taxes,Taxes on goods & services,Taxes on specific services,3200000,3000000,257437.3333
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,114,1144,114405,,Other stamp duty,Stamp Sales and Duty,11,114,1144,Taxes,Taxes on goods & services,Taxes on specific services,870000,4843000,222286.223
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1150,115000,,Customs from the Port (Summary),Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,74000000,66400000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115101,,Custom taxes on petroleum,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,360936
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115102,,Custom taxes on export goods,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,49687
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115103,,Road vehicles (salon cars),Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,553150
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115104,,Import tax on sugar,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,627220
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115106,,Import tax on tobacco and matches,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,48112
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115107,,Import tax on khat,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,12000000,14000000,1141978
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115108,,Flour,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,183486
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115109,,Construction of electronic materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,225693
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115110,,Cereal products  spagheti etc,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115111,,Vegitable oils,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,350814
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115112,,Soap and cleaning products,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,124681
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115113,,Apparel  clothing  textile yarn,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,220815
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115114,,Footwear,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,64681
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115115,,Tea,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,11605
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115116,,Vegitables and fruits,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,166931
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115117,,Plastic materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,4287
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115118,,Rubber tyers,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,17530
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115119,,Poultry and edible offals,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,5700
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115120,,Building materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,173311
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115121,,Electronic materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,234754
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115122,,Food items /rice  spaghetti. etc,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,274722
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115123,,Household materials,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,96745
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115124,,Cosmetics & perfume,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,30233
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,11,115,1151,115125,,Others,Customs and other import duty,11,115,1151,Taxes,Taxes on international trade and transactions,Customs and other import duties,,,1024260
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1321,132101,,Current (Norway),Current (Bi-lateral),13,132,1321,Grants,From international organizations,Current,,,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1321,132105,,Current (Turkey),Current (Bi-lateral),13,132,1321,Grants,From international organizations,Current,30043387,14000000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1321,132110,,Current (Saudi Arabia),Current (Bi-lateral),13,132,1321,Grants,From international organizations,Current,,20000000,5000000
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132402,,WB - Multi-partner Trust Fund,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,3705000,3705000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132403,,WB - Capacity Injection Project,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,3139441,4386430,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132404,,WB - Public Financial Management,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,5499000,10030000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132405,,WB - Recurrent Costs and Reform Financing Project,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,35900000,,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132406,,UN Window (PBF),Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,14500000,3500000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132407,,WB - ICT Sector Support,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,5900000,5900000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132408,,AfDB - Economic and Financial Governance,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,3000000,2977066,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132409,,European Union,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,5400000,5850000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132410,,RCRF - Salary,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,16500000,2300000
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132411,,RCRF - CIP,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,2000000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132412,,RCRF - non Salary,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,100000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132413,,RCRF - Health and Education,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,3950000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132414,,RCRF - sub-National,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,8580000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132415,,RCRF - Project expenses,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,1470000,23733.62
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132416,,SCORE (World Bank),Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,3297110,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132417,,Urban Investment Planning Project ,Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,800000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,132,1324,132418,,District Rehabilitation Project (UN),Current (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,1320269,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,13,133,1332,133201,,Capital (World Bank),Capital (Multi-lateral),13,132,1322,Grants,From international organizations,Capital,,,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,14,142,1421,142101,,Administrative charges,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,450000,533830,16817.22222
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,14,142,1421,142103,,Airport and Harbour Fees,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,25000000,26000000,382539
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,14,142,1421,142104,,Sales of Public Goods and Services,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,,6000000,
dbSomaliaFgsRevExp,fgs,2016,Feb,2016-02,Revenue,,,,,,14,142,1421,142105,,Visa Charges and Passports,Administrative fees and charges,14,142,1422,Other revenue,Sales of goods and services,Administrative fees,6000000,6000000,433000
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Revenue,,,,,,11,111,1111,111101,,Wages and salaries (Public Sector Payees),Payable by individuals,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,2843434.8,2843435,141168.9
dbSomaliaFgsRevExp,fgs,2016,Mar,2016-03,Revenue,,,,,,11,111,1111,111102,,Wages and salaries (Private Sector Employees),Payable by individuals,11,111,1111,Taxes,"Taxes on income, profits, and capital gains",Payable by individuals,1416685,1416685,46004.3
